battle_time,team_tag,team_name,team_starting_trophies,team_trophy_change,team_crowns,team_card_1,team_card_2,team_card_3,team_card_4,team_card_5,team_card_6,team_card_7,team_card_8,team_card_1_level,team_card_2_level,team_card_3_level,team_card_4_level,team_card_5_level,team_card_6_level,team_card_7_level,team_card_8_level,opponent_tag,opponent_name,opponent_starting_trophies,opponent_trophy_change,opponent_crowns,opponent_card_1,opponent_card_2,opponent_card_3,opponent_card_4,opponent_card_5,opponent_card_6,opponent_card_7,opponent_card_8,opponent_card_1_level,opponent_card_2_level,opponent_card_3_level,opponent_card_4_level,opponent_card_5_level,opponent_card_6_level,opponent_card_7_level,opponent_card_8_level,team_won
2022-05-08 08:50:02,#2PLQVY2Y0,Ozymandias,6028,-28,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#2PYC29R0,黑須仮名子,6051,28,3,Elixir Collector,Three Musketeers,Elite Barbarians,Mirror,Ice Spirit,Zap,Royal Ghost,Golden Knight,12,12,14,9,13,13,5,4,False
2022-05-08 08:34:05,#2PLQVY2Y0,Ozymandias,5999,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#2C8822PJL,Serial Killer,5995,-26,0,P.E.K.K.A,Bandit,Fireball,Electro Wizard,Zap,Royal Ghost,Battle Ram,Magic Archer,9,6,12,6,14,6,12,6,True
2022-05-08 08:30:25,#2PLQVY2Y0,Ozymandias,5971,28,3,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#LGUQCPGPR,TomJerry,5953,-25,0,P.E.K.K.A,Ice Wizard,Balloon,Lumberjack,Baby Dragon,Zap,Tornado,Freeze,9,6,9,6,9,13,7,7,True
2022-05-08 08:20:10,#2PLQVY2Y0,Ozymandias,6000,-29,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#L02R8V,Mr.Joker,6002,29,1,Inferno Tower,Electro Spirit,The Log,Goblin Barrel,Princess,Rocket,Guards,Valkyrie,12,14,6,9,6,12,9,12,False
2022-05-08 08:14:39,#2PLQVY2Y0,Ozymandias,6028,-28,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#PL0CC8JU0,J꙰O꙰K꙰E꙰R꙰,6045,28,1,The Log,Fireball,Mortar,Minion Horde,Skeleton Army,Dart Goblin,Skeleton King,Miner,6,12,14,14,9,12,2,6,False
2022-05-08 05:43:21,#2PLQVY2Y0,Ozymandias,6001,27,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#G8QC9GCLP,/PandaLeander/,5974,-24,0,Hunter,Royal Hogs,Royal Delivery,Earthquake,The Log,Spear Goblins,Skeletons,Electro Spirit,9,12,14,12,5,13,13,13,True
2022-05-08 05:29:35,#2PLQVY2Y0,Ozymandias,5972,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#88JL8J29Q,lemsy,5968,-26,0,Tornado,Golem,Mirror,Baby Dragon,Night Witch,Skeleton Army,Clone,Skeleton Barrel,9,8,9,8,6,9,8,13,True
2022-05-08 05:25:14,#2PLQVY2Y0,Ozymandias,5939,33,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#Y2VYGC,SatoshiNakamoto,5976,-29,0,Archers,Royal Recruits,Flying Machine,Zappies,Goblin Hut,Bandit,Mini P.E.K.K.A,Skeleton Dragons,14,14,12,12,12,6,12,14,True
2022-05-08 05:16:23,#2PLQVY2Y0,Ozymandias,5966,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#RVQGRLUQ,カヲル,5946,31,1,Hog Rider,Earthquake,Ice Spirit,Tesla,Valkyrie,The Log,Skeletons,Firecracker,12,12,14,14,12,6,14,14,False
2022-05-08 05:08:30,#2PLQVY2Y0,Ozymandias,5938,28,2,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#9LG0VVVU,MLA,5925,-25,1,Battle Ram,Bandit,Royal Ghost,P.E.K.K.A,Zap,Poison,Electro Wizard,Magic Archer,12,6,6,9,14,9,6,6,True
2022-05-08 05:04:52,#2PLQVY2Y0,Ozymandias,5965,-27,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#2LUVRVLYV,ИвАн,5964,30,2,Electro Giant,Furnace,Mirror,Mini P.E.K.K.A,Flying Machine,Inferno Tower,Lightning,Barbarian Barrel,9,12,9,12,12,12,9,9,False
2022-05-07 21:26:05,#2PLQVY2Y0,Ozymandias,5990,-25,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#82YGQ8PYV,joel007™,6008,28,1,Dart Goblin,Rocket,Valkyrie,Inferno Tower,Goblin Barrel,Electro Spirit,The Log,Guards,12,12,12,12,9,14,6,9,False
2022-05-07 21:19:36,#2PLQVY2Y0,Ozymandias,5961,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#LPCP99ULY,OFP paulo,5959,-26,0,Balloon,Firecracker,Lumberjack,Baby Dragon,P.E.K.K.A,Golden Knight,Tornado,Zap,9,14,6,9,9,4,9,14,True
2022-05-08 15:25:58,#2PLQVY2Y0,Ozymandias,5784,-26,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#9YV00V28,Dario5,5793,29,2,Hog Rider,Zappies,Fire Spirit,Elite Barbarians,P.E.K.K.A,Fireball,Valkyrie,The Log,12,12,14,14,9,12,12,6,False
2022-05-08 15:19:20,#2PLQVY2Y0,Ozymandias,5811,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#CVYL9UPG,Elkram,5809,30,3,Mega Knight,Arrows,Prince,Zap,Bats,Mega Minion,Hog Rider,Earthquake,6,14,9,14,14,12,12,12,False
2022-05-08 15:16:36,#2PLQVY2Y0,Ozymandias,5838,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#RYVG22ULC,Rossygr,5832,30,1,P.E.K.K.A,Fireball,Zap,Battle Ram,Royal Ghost,Electro Wizard,Bandit,Magic Archer,9,12,14,12,6,6,6,6,False
2022-05-08 17:43:08,#2PLQVY2Y0,Ozymandias,5758,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#RVUG2V8UP,？？！,5752,-26,0,Three Musketeers,Ice Golem,Barbarian Barrel,Royal Hogs,Elite Barbarians,Heal Spirit,Hunter,Royal Ghost,12,12,9,12,14,11,9,6,True
2022-05-08 20:16:09,#2PLQVY2Y0,Ozymandias,5787,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#GCUQ20CQ,I'm PA❤️,5785,-26,0,Dart Goblin,Royal Delivery,The Log,Fireball,Goblin Barrel,Valkyrie,Ice Spirit,Tombstone,12,14,5,12,9,12,11,11,True
2022-05-08 21:23:25,#2PLQVY2Y0,Ozymandias,5713,30,3,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#88V8Y2V0,Mephistophalus,5722,-27,0,Sparky,Arrows,Electro Wizard,Wizard,Lumberjack,Freeze,Mini P.E.K.K.A,Minions,6,14,6,12,6,9,12,14,True
2022-05-08 21:20:40,#2PLQVY2Y0,Ozymandias,5740,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#Y0J0U0PUR,☆Dream_killer☆,5725,31,1,Skeletons,Goblin Barrel,The Log,Fire Spirit,Valkyrie,Cannon,Dart Goblin,Rocket,13,9,6,14,12,14,12,12,False
2022-05-08 21:16:38,#2PLQVY2Y0,Ozymandias,5763,-23,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#CY28UCPQ,Marchosias,5802,26,1,Baby Dragon,Graveyard,Skeleton King,Barbarian Barrel,Fireball,Ice Wizard,Tombstone,Tornado,9,6,4,9,12,6,12,9,False
2022-05-08 21:13:26,#2PLQVY2Y0,Ozymandias,5791,-28,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#9C0VPC2PY,MegaMon,5758,32,2,Arrows,Valkyrie,Electro Giant,Witch,Hog Rider,Rage,Bomber,Bats,14,12,9,9,12,9,14,14,False
2022-05-08 21:10:01,#2PLQVY2Y0,Ozymandias,5816,-25,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#8PVR9P8GG,Ad I Elfilos,5831,28,1,Hog Rider,Ice Golem,Cannon,Ice Spirit,Skeletons,The Log,Musketeer,Fireball,12,12,14,14,13,6,12,12,False
2022-05-09 11:03:04,#2PLQVY2Y0,Ozymandias,5879,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#QLQLPP9,rodrixp,5878,-26,0,Golem,Night Witch,Baby Dragon,The Log,Skeleton King,Tombstone,Tornado,Lightning,9,6,9,5,2,10,6,9,True
2022-05-09 10:59:14,#2PLQVY2Y0,Ozymandias,5905,-26,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#82JPGCLCQ,RiptheDream,5911,29,2,Mega Minion,Arrows,Miner,Tombstone,Skeleton Dragons,Lava Hound,Skeleton King,Flying Machine,12,14,6,12,14,6,4,12,False
2022-05-09 10:45:55,#2PLQVY2Y0,Ozymandias,5876,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#Q202CJVP,Amir.s,5874,-26,0,Minion Horde,Elite Barbarians,Arrows,Rocket,Valkyrie,Bomber,Goblin Hut,Goblin Barrel,14,14,14,12,12,14,12,9,True
2022-05-09 10:42:04,#2PLQVY2Y0,Ozymandias,5903,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#P2GCQ9VQC,たかしゃちょー,5903,30,1,Mortar,Valkyrie,Fire Spirit,Fireball,Miner,Musketeer,Skeletons,The Log,14,12,14,12,6,12,14,6,False
2022-05-09 10:29:04,#2PLQVY2Y0,Ozymandias,5872,31,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#890J20J8J,[shintarrrrr],5887,-27,0,Giant,Sparky,Wizard,Lumberjack,Tesla,Ice Spirit,Tornado,Zap,11,6,12,5,14,14,9,14,True
2022-05-09 09:51:22,#2PLQVY2Y0,Ozymandias,5840,32,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#9022CV9JC,io,5867,-28,0,Lightning,Mirror,Electro Wizard,Skeleton Barrel,Valkyrie,Witch,Dark Prince,Arrows,9,9,6,14,12,9,9,14,True
2022-05-09 09:42:03,#2PLQVY2Y0,Ozymandias,5807,33,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#2YRYLVP2U,XxAHMADKINGxX,5849,-29,0,Electro Spirit,Miner,Inferno Tower,Dark Prince,Skeletons,Rocket,The Log,Royal Delivery,12,6,12,9,12,12,5,14,True
2022-05-09 09:30:15,#2PLQVY2Y0,Ozymandias,5778,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#22JL00PJ,sochaczew,5772,-26,0,Giant Skeleton,Valkyrie,Dart Goblin,Lumberjack,Arrows,Bats,Archers,Giant Snowball,9,12,12,6,14,14,14,14,True
2022-05-09 09:25:42,#2PLQVY2Y0,Ozymandias,5806,-28,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#8P9L9P9,Grizzly,5774,32,1,P.E.K.K.A,Ice Spirit,Furnace,Goblin Gang,Hog Rider,Musketeer,Zap,The Log,9,14,12,14,12,12,14,6,False
2022-05-09 06:57:58,#2PLQVY2Y0,Ozymandias,5777,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#9U2QJV82,Dr.Gonzo,5772,-26,0,Electro Giant,The Log,Bats,Mini P.E.K.K.A,Tornado,Valkyrie,Zap,Musketeer,9,6,14,12,9,12,14,12,True
2022-05-09 06:53:53,#2PLQVY2Y0,Ozymandias,5803,-26,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#PPR8JRJGY,hectormid,5808,29,1,Skeletons,Ice Spirit,Valkyrie,The Log,Earthquake,Firecracker,Tesla,Hog Rider,14,14,12,6,12,14,14,12,False
2022-05-09 05:54:20,#2PLQVY2Y0,Ozymandias,5773,30,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#P28CRCGU,dioTfulmini,5777,-27,0,Freeze,Balloon,Lumberjack,Mega Minion,Guards,Tombstone,Archer Queen,Ice Spirit,8,9,6,11,8,12,2,14,True
2022-05-09 05:46:00,#2PLQVY2Y0,Ozymandias,5744,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#PYLL2VJJ,Hussain,5740,-26,0,Royal Giant,Minions,Electro Wizard,Mini P.E.K.K.A,Zap,Dart Goblin,The Log,Bandit,14,14,6,12,14,12,6,6,True
2022-05-09 05:35:33,#2PLQVY2Y0,Ozymandias,5717,27,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#8CG9U2V8,مژگان,5683,-24,0,Fireball,Freeze,Electro Wizard,Hog Rider,Inferno Tower,Wizard,Valkyrie,Skeleton Army,12,9,6,12,12,12,12,9,True
2022-05-09 05:26:54,#2PLQVY2Y0,Ozymandias,5689,28,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#22VP8L0Q2,MGRN l Cogumelo,5674,-25,0,Arrows,Night Witch,Mother Witch,Lightning,Giant Skeleton,Witch,Bats,Clone,14,6,6,7,9,9,14,8,True
2022-05-09 05:15:12,#2PLQVY2Y0,Ozymandias,5716,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#2RG8RR8PC,play.forEach,5716,30,2,Graveyard,Ice Wizard,Tornado,Baby Dragon,Knight,Barbarian Barrel,Goblin Cage,Poison,6,6,9,9,14,9,12,9,False
2022-05-09 05:10:50,#2PLQVY2Y0,Ozymandias,5743,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#9YQ8P0QG9,せこ,5739,30,1,Hog Rider,Musketeer,Skeletons,Ice Spirit,Ice Golem,Cannon,The Log,Fireball,12,12,14,14,12,14,6,12,False
2022-05-09 21:53:37,#2PLQVY2Y0,Ozymandias,5908,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#9RGVVQVQ,¤☆Soy Diego☆¤,5900,-26,0,Royal Giant,Minions,Fire Spirit,Mini P.E.K.K.A,Witch,Fireball,Ice Spirit,The Log,14,14,14,12,9,12,13,6,True
2022-05-10 08:56:10,#2PLQVY2Y0,Ozymandias,5878,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#P2Y8UQ8LY,Israel C.,5877,-26,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,12,12,12,12,14,14,14,6,True
2022-05-10 08:37:41,#2PLQVY2Y0,Ozymandias,5846,32,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#289PYUCJJ,미선,5874,-28,0,Wizard,Rage,Royal Ghost,Goblin Barrel,Giant Skeleton,Night Witch,The Log,Elite Barbarians,12,9,6,9,9,6,6,14,True
2022-05-10 07:28:36,#2PLQVY2Y0,Ozymandias,5872,-26,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Electro Spirit,Rocket,Princess,The Log,14,12,9,12,13,12,6,6,#29YUJGJVG,mr. NOBODY,5877,29,1,P.E.K.K.A,Bandit,Ram Rider,Baby Dragon,Electro Wizard,Barbarian Barrel,Lightning,Giant Snowball,9,6,6,9,6,9,9,14,False
2022-05-10 07:24:10,#2PLQVY2Y0,Ozymandias,5898,-26,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#P9JG9VULY,❤️BaD GirL❤️,5902,29,1,Golem,Giant Skeleton,Barbarian Barrel,Arrows,Night Witch,Elixir Collector,Mirror,Golden Knight,9,9,9,14,6,12,9,4,False
2022-05-10 07:20:41,#2PLQVY2Y0,Ozymandias,5924,-26,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#9GLJU9V0U,cherminatorrr,5932,29,1,Mega Knight,Bats,Sparky,Arrows,Minion Horde,Skeleton Army,Giant Skeleton,Mirror,6,14,6,14,14,9,9,9,False
2022-05-10 07:16:16,#2PLQVY2Y0,Ozymandias,5951,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#8UJ990Y0R,김겐지,5946,30,1,Hog Rider,Lightning,Bats,The Log,Ice Spirit,Electro Wizard,Mini P.E.K.K.A,Princess,12,9,14,6,14,6,12,6,False
2022-05-10 06:56:11,#2PLQVY2Y0,Ozymandias,5919,32,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#RPQ0UV8,Павлон,5945,-28,0,Furnace,Electro Dragon,Royal Recruits,Mirror,P.E.K.K.A,Poison,Magic Archer,Dart Goblin,12,9,14,9,9,8,6,12,True
2022-05-10 06:52:27,#2PLQVY2Y0,Ozymandias,5947,-28,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#JY2V8QYR,~[nikhil],5917,32,2,Zap,Minion Horde,Elite Barbarians,Hog Rider,Fireball,Giant,Skeleton Army,Witch,14,14,14,12,12,12,9,9,False
2022-05-10 06:48:39,#2PLQVY2Y0,Ozymandias,5972,-25,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#2J9LURCRR,Alex21,5990,28,1,Ice Golem,Miner,Wall Breakers,The Log,Cannon,Musketeer,Skeletons,Fireball,12,6,9,6,14,12,14,12,False
2022-05-10 06:44:11,#2PLQVY2Y0,Ozymandias,5999,-27,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#C98J0LU,Ihsan,5986,31,2,P.E.K.K.A,Zap,Royal Giant,Skeleton Barrel,Archers,Ice Golem,Electro Dragon,Ram Rider,9,14,14,14,14,10,9,6,False
2022-05-10 06:10:49,#2PLQVY2Y0,Ozymandias,5970,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#RR8PVY9V,JeAnémarre,5965,-26,0,Poison,P.E.K.K.A,Battle Ram,Royal Ghost,Electro Wizard,Magic Archer,Bandit,Zap,9,9,12,5,5,5,5,14,True
2022-05-10 06:07:12,#2PLQVY2Y0,Ozymandias,5997,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#PYU82VR,TikTokGurkenklo,5994,30,1,Flying Machine,Fireball,Barbarian Barrel,Elite Barbarians,Cannon Cart,Furnace,Mother Witch,Goblin Hut,12,12,9,14,9,12,6,12,False
2022-05-10 05:39:12,#2PLQVY2Y0,Ozymandias,5967,30,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#8CUVQRG8Y,kaos,5975,-27,0,Mini P.E.K.K.A,Dark Prince,Mirror,Rascals,Hog Rider,Bowler,Firecracker,Dart Goblin,12,9,9,14,12,9,14,12,True
2022-05-10 05:32:30,#2PLQVY2Y0,Ozymandias,5938,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#YC9GULPU0,javi,5935,-26,0,Lightning,Wizard,Guards,Firecracker,Hog Rider,P.E.K.K.A,Arrows,Valkyrie,9,12,9,14,12,9,14,12,True
2022-05-10 05:28:44,#2PLQVY2Y0,Ozymandias,5966,-28,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#90RUYQ8JY,Arsenal07,5942,32,3,Mirror,Skeletons,Royal Delivery,The Log,Earthquake,Cannon,Archer Queen,Royal Hogs,9,14,14,6,12,14,4,12,False
2022-05-10 05:16:57,#2PLQVY2Y0,Ozymandias,5937,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#88L20PCQP,Carlangas,5930,-26,0,P.E.K.K.A,Ice Wizard,Electro Wizard,Goblin Barrel,Poison,The Log,Tornado,Skeletons,9,6,6,9,9,6,9,14,True
2022-05-10 14:37:03,#2PLQVY2Y0,Ozymandias,5907,30,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#YPRLGPGG,JACOB,5911,-27,0,Bats,Hog Rider,The Log,Tesla,Valkyrie,Mini P.E.K.K.A,Musketeer,Fireball,14,12,6,14,12,12,12,12,True
2022-05-10 15:37:49,#2PLQVY2Y0,Ozymandias,5943,30,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#98PGYQ22C,é o deadpool,5946,-27,0,Sparky,Battle Healer,Goblin Gang,Clone,Firecracker,Tornado,Giant Snowball,Giant Skeleton,6,12,14,9,14,9,14,9,True
2022-05-10 15:32:57,#2PLQVY2Y0,Ozymandias,5911,32,2,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#299RG0YUY,Obby,5936,-28,0,Night Witch,Golem,Elixir Collector,Skeleton Dragons,Goblin Barrel,Firecracker,The Log,Skeleton Barrel,6,9,11,14,9,14,5,14,True
2022-05-10 15:29:42,#2PLQVY2Y0,Ozymandias,5937,-26,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#RJRGJJQUQ,parsa,5942,29,1,Tesla,Valkyrie,Wizard,Skeleton Army,Elite Barbarians,Electro Wizard,Hog Rider,Mega Knight,14,12,12,9,14,6,12,6,False
2022-05-10 16:24:55,#2PLQVY2Y0,Ozymandias,5979,28,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#2JYRJQU8J,xthios,5964,-25,0,Hog Rider,Goblin Gang,Executioner,Lightning,Minions,Inferno Dragon,Zap,Tornado,12,14,9,9,14,6,14,9,True
2022-05-10 16:19:36,#2PLQVY2Y0,Ozymandias,5948,31,3,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#8J8QLQ2P0,luchenzo,5961,-27,0,Goblin Giant,Dart Goblin,Goblin Barrel,Firecracker,P.E.K.K.A,Tesla,Zap,Bats,9,12,9,14,9,14,13,14,True
2022-05-10 16:16:29,#2PLQVY2Y0,Ozymandias,5921,27,3,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#LJJ0YVCJR,69destroyer,5897,-24,0,Goblin Barrel,Skeleton Army,Bandit,Princess,Inferno Tower,Rocket,The Log,Goblin Gang,9,7,3,3,8,9,3,12,True
2022-05-10 16:14:47,#2PLQVY2Y0,Ozymandias,5948,-27,2,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#8G0L0GJL,hazba,5945,30,3,Wizard,P.E.K.K.A,Furnace,Minions,Mega Knight,Fireball,Tornado,Lightning,12,9,12,14,6,12,9,9,False
2022-05-10 16:11:26,#2PLQVY2Y0,Ozymandias,5973,-25,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#89VPP9J2,خالد الخزرجي,5985,28,1,Valkyrie,Skeleton Army,Skeleton Barrel,Wizard,Flying Machine,Goblin Hut,Electro Giant,Firecracker,12,9,14,12,11,12,9,14,False
2022-05-11 13:09:55,#2PLQVY2Y0,Ozymandias,5851,-29,1,Princess,Goblin Barrel,Valkyrie,Inferno Tower,Electro Spirit,Guards,The Log,Rocket,6,9,12,12,13,8,6,12,#8VP8JJYG,●LANDO●,5815,33,2,Electro Giant,Valkyrie,Bomber,Inferno Dragon,Tornado,Goblin Cage,Elite Barbarians,Lightning,9,12,14,6,8,12,14,8,False
